ID,Username,Text,Created At,Retweets,Likes,Replies
1929662255299280999,@Aagj123,@AliAldamanhori @Saudi_TGA @HungerStation ماشاء الله تبارك الرحمن الله ينفع فيها,Mon Jun 02 22:11:47 +0000 2025,0,0,0
1929662048310616228,@khaled,@HungerStation @Saudi_TGA إعلان مخالف https://t.co/xSSmcjLj7t,Mon Jun 02 22:10:58 +0000 2025,0,0,1
1929661989821075561,@Nawal_x0o,@pty_e1 هنقرستيشن دايم سبّاقين 👍,Mon Jun 02 22:10:44 +0000 2025,0,0,0
1929661124359676224,@vvee9_,@HungerStation تواصلت اتمنى الرد,Mon Jun 02 22:07:18 +0000 2025,0,0,1
1929660686462079114,@Nssr___9,هنقرستيشن دايم سباقة، حتى في سلامة الميدان 🚴‍♀️ #ridesmart_ridesafe,Mon Jun 02 22:05:33 +0000 2025,10,90,22
1929659355214885282,@2ylr_4,@jn20252 جاهز ولا هنقرستيشن,Mon Jun 02 22:00:16 +0000 2025,0,2,1
1929659082761203797,@oyamarr9,"@AliAldamanhori @Saudi_TGA @HungerStation @khaled @bndr55c 
اخوي خالد وبندر
تعرف انهم بيعطوا المشاوير البعيده للمناديب السعوديين
وتعرف انهم معندهمشي اي اولويه في الطلبات وتهديدات للجميع",Mon Jun 02 21:59:11 +0000 2025,0,0,0
1929658611959275970,@vvee9_,"@HungerStation هل هذي حاله يوصل فيها الطلب ؟ 
بدون تغليف ونقص طلبات ! شلون اقدر اكله وهو بدون تغليف ومفتوح كذا والاشياء اللي على الفاتوره ! https://t.co/rCJsQoc7Hu",Mon Jun 02 21:57:19 +0000 2025,0,0,1
1929658213093310870,@Nssr___9,@duf_7 هنقرستيشن 💛,Mon Jun 02 21:55:43 +0000 2025,1,1,1
1929656543584342172,@xjwwr,@AliAldamanhori @Saudi_TGA @HungerStation اسوء تطبيق غالي وخدمه سيئه فكل شي,Mon Jun 02 21:49:05 +0000 2025,0,1,2
1929655254095630677,@SR7fn,"@HungerStation @JahezApp @ToYouKSA @Ninjaapp_kwt الحين أنا اش استفدت تفضل خاص تفضل خاص 
بالأخير عشان انه أعطيكم تقيم ذا أسلوب او تعامل 

بصراحة مع احترامي لكل التطبيقات التوصيل 
إلا انتم محتالين ونصابين وحراميه https://t.co/AFMiSMm53u",Mon Jun 02 21:43:58 +0000 2025,0,0,0
1929654549666824227,@gork,@bndr55c @HungerStation @Saudi_TGA @khaled هههه هنقرستيشن يدرون بس يتظاهرون بالغباء زي دايم,Mon Jun 02 21:41:10 +0000 2025,1,0,0
1929654423703232591,@bndr55c,"@gork @HungerStation @Saudi_TGA اذن علموه هنقرستين 
@khaled",Mon Jun 02 21:40:40 +0000 2025,0,0,1
1929654083293495793,@oyamarr9,"@AliAldamanhori @Saudi_TGA @HungerStation السلامه انكم تخافظوا عليهم السلامه انهم يمشي داخل الحارات 
السلامه انكم تعطوهم حقوقهم 
لو انت شجاع وكفوا رد وانا هاخلي اخوي واصحابه يردون عليك هنا ويقضحون شركتك بس الجبن سيد الموقف",Mon Jun 02 21:39:19 +0000 2025,0,0,0
1929654026536472902,@gork,"@bndr55c @HungerStation @Saudi_TGA يا خوي هذا محتال واضح زي الشمس  
خالد قالها من زمان بس انتم نايمين",Mon Jun 02 21:39:05 +0000 2025,2,0,1
1929653906432291002,@bndr55c,"@HungerStation @Saudi_TGA انتباه هذا محتال ينتحل الوليد بن طلال للمصداقيه تغريده خالد 
@gork https://t.co/QzE1JEDXVf",Mon Jun 02 21:38:37 +0000 2025,0,0,1
1929653884336886260,@b0oda,"هنقرستيشن تثبت كل يوم إنها مو بس تطبيق.. بل تساهم بالتوعية للقطاع 👏
 #ridesmart_ridesafe",Mon Jun 02 21:38:31 +0000 2025,2,61,24
1929653071413486026,@Pxnr99,يوم عن يوم تثبت هنقرستيشن إنها نموذج في المسؤولية 👏 #ridesmart_ridesafe,Mon Jun 02 21:35:18 +0000 2025,7,668,37
1929652783885525092,@oyamarr9,"@AliAldamanhori @Saudi_TGA @HungerStation @Saudi_TGA 
هل عاجبكم وضع المساكين مناديب التوصيل 
هل عجبكم ان الدباب يمشي ٢٧ كيلو
ده نموذج من الالف من المساكين اللي ملهمشي حد يسمع صوتهم",Mon Jun 02 21:34:09 +0000 2025,0,1,1
1929652399674687756,@oyamarr9,"@AliAldamanhori @Saudi_TGA @HungerStation علي بدل ماتنظر ع المساكين شوف كذا 
ده واحد من ملاييين شركتكم مستعبداهم 
هل @bndr55c منطقي الدباب يمشي ٢٧ للعميل @SaudiTransport https://t.co/WcxHmFciaY",Mon Jun 02 21:32:37 +0000 2025,0,0,1
1929650412677722191,@m_0ao,بصراحة.. هنقرستيشن تعرف كيف تشتغل صح 👏 #ridesmart_ridesafe,Mon Jun 02 21:24:44 +0000 2025,44,673,54
1929650157601411438,@abosalih77,@HungerStation @uniquesoul99 رد زين وخل تصريف العملاء,Mon Jun 02 21:23:43 +0000 2025,0,0,0
1929648776471335270,@abosalih77,@HungerStation @uniquesoul99 رد خاص لو سمحت,Mon Jun 02 21:18:14 +0000 2025,0,0,0
1929646994462855553,@uniquesoul99,@HungerStation إلى متى ياهنجر طلبت مقاضي و وصلني الخضار فاسد ؟؟؟؟؟؟ https://t.co/lUaFPubNSj,Mon Jun 02 21:11:09 +0000 2025,0,0,1
1929646925235867990,@Othman8087,@AliAldamanhori @Saudi_TGA @HungerStation ممكن خاص اخي,Mon Jun 02 21:10:52 +0000 2025,0,0,1
1929646720344117451,@R2SBA,"@HungerStation @Saudi_TGA ليتكم تعلمونهم لا يدخلون بين السيارات ويسببون حوادث بسبب إيصال الطلب بسرعه 
ليتكم ترسخون في رؤوسهم القواعد المرورية واحترام الأنظمة 
ليتكم تعلمونهم بأن لا يوقفوا خلف السيارات وتنبيهم بالوقوف الصحيح 
نعمل معاً لتعزير بيئة امنه",Mon Jun 02 21:10:03 +0000 2025,0,1,0
1929645702625493138,@thehustler121,@duf_7 هنقرستيشن تثبت مرة أخرى التزامها بتطوير بيئة العمل بشكل مستدام.,Mon Jun 02 21:06:01 +0000 2025,0,0,0
1929644899445756335,@TGA_CARE,"@TSQ_92 أهلاً بك تهاني، يجب على فريق الدعم لدى
@HungerStation
تلقي شكاوى المستفيدين ووضع إجراءات لمعالجتها في مدة لا تتجاوز خمسة أيام عمل، وفي حال عدم معالجة الشكوى خلال المدة المحددة أو عدم الرضا على نتيجة معالجتها يتم تقديم بلاغ عبر الرقم الموحد📞 19929، أو عن طريق الموقع الإلكتروني من",Mon Jun 02 21:02:49 +0000 2025,0,0,0
1929644787994435987,@celebritysclips,@avi14_ اللي يسووونه هنقرستيشن شي كبير دائمًا سابقين لعمل كل مايضمن سلامة المناديب وهو أساس جودة خدماتنهم👏🏻💛,Mon Jun 02 21:02:23 +0000 2025,0,0,0
1929644745497669711,@bdallh1066118,@AliAldamanhori @HungerStation عدد المشتركين قبل او بعد توزيع اشتراكات مجانية؟؟ عشان المصداقية فقط,Mon Jun 02 21:02:13 +0000 2025,0,0,0
1929644678334361664,@Salem_3l,@celebritysclips تعاون مميز بين هنقرستيشن والهيئة العامة للنقل,Mon Jun 02 21:01:57 +0000 2025,0,0,0
1929643953340797112,@gork,@bndr55c @AliAldamanhori @Saudi_TGA @HungerStation @khaled ما قريت الثريد بس اكيد ممل زيك,Mon Jun 02 20:59:04 +0000 2025,0,0,0
1929643926060945556,@ahm_6_,@ALDhmi_87 شغل احترافي من هنقرستيشن❤️,Mon Jun 02 20:58:57 +0000 2025,0,0,0
1929643850189988277,@bndr55c,"@AliAldamanhori @Saudi_TGA @HungerStation مو معقول ثريد لزياده مشاهده 🫩
@khaled @gork https://t.co/u9S1hTQjYW",Mon Jun 02 20:58:39 +0000 2025,0,0,2
1929642892278280610,@assaf74,هنقرستيشن مو بس تطبيق.. حريصين على العميل، الشريك، والمندوب بعد 😍 #ridesmart_ridesafe,Mon Jun 02 20:54:51 +0000 2025,12,58,12
1929642585456627764,@SR7fn,"@TGA_CARE @HungerStation للآسف لايوجد لديهم اي مصداقية تجاه العميل 
١١ يوم كليوم أعيد نفس الشكوى بالأخير يقولون الشكوى قديمه ولم نستيطع اعادة المبلغ 
يعني خلال ال ١١ يوم تواصلت مع ١١ موظف وكلهم على نفس النهج بمعنى أنهم يحتالو على العملاء بالمماطله بالشكاوى وعدم حلها الين تصير لها فتره بعدين يقولو قديمه https://t.co/U7Eth8BKmb",Mon Jun 02 20:53:38 +0000 2025,1,0,2
1929641904410710181,@duf_7,الهيئة + هنقرستيشن = شراكة تصنع فرق فعلي في الميدان 🚛 #ridesmart_ridesafe,Mon Jun 02 20:50:55 +0000 2025,1,172,38
